"venue_id","date","hour","checkin_count","unique_users","top_genre"
"0cd5f2e8-10cd-40ee-a83c-1e13b9108c39","2025-08-25","16","458","174","electronica"
"d7e8f6b5-24c9-466a-88fa-b22afc2619f0","2025-12-19","0","136","437","reggaeton"
"d0008cca-d4fe-4e5b-ab6c-2cbc74a7bc50","2026-02-10","16","267","172","indie"
"afd2b44f-61b2-430d-8935-ee8b93331f39","2025-11-05","1","255","30","jazz"
"6dc38d86-0130-490c-bc9a-a556256450f1","2025-11-11","21","148","122","techno"
"96367673-a165-4512-aadb-d8821e6d4d11","2025-08-09","17","385","401","rock"
"a6c484db-2c28-4d83-bb23-460f1cbf62c0","2025-12-25","9","485","311","pop"
"3717199c-7d3d-493c-9b72-5d49a216983a","2025-10-06","9","173","174","electronica"
"7f4fd028-b3ad-4f34-b966-72a619fe9bbb","2026-02-12","3","145","145","reggaeton"
"21958a00-c843-4b02-82f9-73326898c2a9","2026-01-06","8","103","423","indie"
"30fded2a-c22f-49b2-bd0a-c019a643dccc","2026-02-28","22","106","112","jazz"
"f44f0c29-8f0d-445a-8868-054cc3b0504f","2025-10-20","12","210","224","techno"
"d9abfd10-b5b8-414c-bb0e-626f6def54b2","2026-05-06","6","380","357","rock"
"9e19a8bb-a194-4822-a382-5b683c67a30d","2026-05-30","1","453","262","pop"
"5db4e969-c357-4a17-afea-7b16da3262f4","2025-07-21","17","251","108","electronica"
"436742ae-9c2d-4444-b921-a62f2f1a1026","2026-03-26","4","489","238","reggaeton"
"fefe1de3-8d4f-412c-a6bb-78f3329831e5","2025-12-01","7","454","382","indie"
"9ff2406e-1f61-46d5-b2bb-99b35024d855","2025-10-02","8","305","91","jazz"
"10f068bb-5f0b-4793-920d-fb27d7bfc1f5","2026-04-03","23","141","191","techno"
"dc6073ea-a56e-4a4d-8560-b6e6b1c3a62f","2025-09-17","6","497","0","rock"
"ab529949-8856-4478-91c5-631b862a1082","2025-09-10","7","67","33","pop"
"586cbd96-43ef-42d6-bcd4-57fc6b66e805","2026-04-29","21","451","324","electronica"
"ab06a079-b3bf-4c38-b68f-d75e3d0c1b82","2025-08-06","18","368","412","reggaeton"
"a3acd86d-3623-47a5-8ab1-91151608bb4e","2026-05-15","7","143","192","indie"
"a21b0dbb-4718-45b5-bc26-23d4d5afdcac","2026-02-20","1","80","213","jazz"
"898a9e0a-4a18-45e2-8232-69643ae88353","2025-07-28","11","238","124","techno"
"63352023-b915-4c23-bcbf-d1612553347f","2025-09-26","12","25","259","rock"
"1bda45a1-6632-4a9d-8a1f-b6b1ff41aa36","2026-01-05","10","80","414","pop"
"59917cfa-bb79-4ef9-9685-e8653ee50ea1","2026-05-27","3","416","173","electronica"
"13569f49-0f27-46f3-b53b-8092947a36d7","2026-01-05","9","64","122","reggaeton"
"ff7dc562-5f3f-4aa8-95ae-ece56c52c58f","2025-08-15","11","242","216","indie"
"bd2ea01d-dbee-413a-87eb-e3b634606daf","2025-11-18","2","92","354","jazz"
"d04aefaa-9ca0-4841-8afd-12cdaffec0c4","2025-07-04","6","115","253","techno"
"7bd47216-abb9-4337-a7d8-29552165808b","2026-05-01","22","159","215","rock"
"078cc1e9-83b8-41a5-9a28-03397c2077dc","2026-05-31","20","172","248","pop"
"08fc0b0b-d504-427c-8002-0fc00f951803","2026-03-26","9","221","39","electronica"
"f710014b-c7a3-4a18-9fa3-05f7a9e0fefc","2026-04-30","3","236","498","reggaeton"
"a993685e-f0a3-4203-abac-3ace61ea900f","2025-07-25","8","266","166","indie"
"2197a007-d5d9-4c29-a2d2-39e3f7565d99","2026-01-11","7","349","406","jazz"
"984009d5-a131-4d90-beef-fa1b11c88dea","2026-02-24","17","23","262","techno"
"cd681556-6212-477b-ae7d-0be076839488","2025-07-12","12","362","143","rock"
"d590d060-4ea5-4e4a-a135-c758d2f24a27","2026-03-08","4","489","57","pop"
"cc07f5ec-7414-40bb-a863-0544c0020166","2025-09-15","5","414","490","electronica"
"04ba2a85-05f5-48e1-8c79-266bde63be6f","2026-01-04","21","247","287","reggaeton"
"880b19ae-b3e1-477a-aa4d-d021aa02f0c3","2026-03-28","4","476","12","indie"
"9698a501-6029-4da6-b143-94e6dce80c0d","2026-04-20","6","289","391","jazz"
"213ecd5f-86e3-471d-9f3c-e95a190b96d0","2025-11-12","23","190","14","techno"
"4a719ee3-ca5e-46ed-a285-351d0fdc8b72","2025-11-02","10","92","275","rock"
"65257cc1-2edc-4ef8-962b-0a66ff430367","2026-01-27","8","152","223","pop"
"e34fe2f2-3025-462f-8085-82f76ecc442c","2026-04-01","3","62","102","electronica"
"f55f46ba-f1f6-42c3-9685-9bbc1f1fe157","2025-09-24","23","282","419","reggaeton"
"bc588801-35de-4786-9114-1460e9a1b9ee","2026-02-04","16","373","187","indie"
"83d57404-6b1f-4188-b31d-1d685a8ce387","2026-01-15","12","313","192","jazz"
"98db4040-c0d0-403d-96b3-d40b948aa053","2025-06-04","12","5","425","techno"
"968c5c9e-a455-45ef-a71a-6542b6fae9f9","2025-12-24","6","376","144","rock"
"a01aac68-9279-4d94-bc8d-76b6cce2d6f5","2025-06-14","15","68","194","pop"
"d391f354-082f-4f87-8364-45fcf4d61177","2025-11-20","12","159","206","electronica"
"099576fd-7aaf-4d18-aa01-1a8d940662e7","2025-06-02","2","171","241","reggaeton"
"4fc506a5-27e4-48e3-a9bb-a4fb812e58e3","2025-09-08","20","267","32","indie"
"c1defc97-7bcc-4971-8118-6f98aa31be27","2026-02-21","13","393","203","jazz"
"a915bb37-3c54-4da5-8257-9c8240833561","2025-11-12","11","475","248","techno"
"244cac17-0b45-4d37-b93b-f767e5540161","2025-12-04","3","437","281","rock"
"8bbff715-8ed6-4eba-addc-867f27fbcef8","2025-11-03","11","54","407","pop"
"7f3b1624-02bf-457a-abda-ff21a0154627","2025-10-19","2","150","317","electronica"
"dbf3d99e-9a3e-44c8-9186-af58ef7cafc2","2025-11-13","8","73","14","reggaeton"
"b699d84a-9723-449d-b2ee-db575afdde1a","2025-11-15","17","182","212","indie"
"d245762e-e867-498f-9c85-3d764b1fc9b1","2026-02-07","19","159","225","jazz"
"0310973f-1396-4082-8e2c-13ddffdac3e2","2026-04-09","10","119","49","techno"
"d0e3d9ee-eba6-47b1-8af9-1f7ffc6c782b","2025-08-27","17","65","156","rock"
"7ca5d978-2f43-4883-8f7f-e84aa7fcfd40","2025-07-11","17","487","127","pop"
"6a9c8b50-228a-4e93-9548-2a369282d937","2026-04-25","15","121","48","electronica"
"f4f205b0-afc2-4ef0-a5af-5bb65ece62b4","2026-05-02","6","305","248","reggaeton"
"3a6121b3-79c6-4f17-87f9-68876ae6f2db","2025-06-19","22","237","253","indie"
"f15623e2-63ac-4bed-96cf-cc525eb331ea","2025-08-23","10","381","137","jazz"
"b52609bf-f519-43eb-bfb3-e72d03248a1a","2025-09-15","18","388","185","techno"
"27bfb6be-e2e2-4d44-8c4f-3b11fe34b54d","2026-02-08","1","323","361","rock"
"1df44100-2c61-4506-bf82-bb3f9de260a3","2025-11-26","4","319","442","pop"
"f0cb3145-1a21-4dd2-9339-fbb8cdbc3104","2026-02-24","0","195","492","electronica"
"c8b863a6-66a8-4a91-8bbe-bf900f9f5f9e","2025-10-22","16","353","150","reggaeton"
"8a720959-92c5-4374-bfb8-dfb41016cf69","2026-02-14","14","162","35","indie"
"75ba2132-c267-4d33-ae09-f1fe4c85f67e","2025-08-10","13","73","305","jazz"
"2fa01159-b087-4a5a-bb80-2e5b75bc6a76","2026-01-21","16","299","439","techno"
"98a034c0-de22-4fd5-930f-a3531b28ddf4","2025-11-13","23","207","274","rock"
"d73695f3-31dd-4d64-9586-4c095cb3dfc7","2025-11-17","7","158","196","pop"
"8b47b19f-7129-4539-9306-2bff2b175e97","2026-02-05","2","487","472","electronica"
"8cde2b1d-4ca7-4d43-beb7-055a9e570d2b","2025-10-17","23","17","186","reggaeton"
"90569b91-5819-4366-addc-ee44600e0346","2025-09-22","4","443","419","indie"
"11de1b40-e7a8-4f68-9581-a0e30fe07f2b","2025-08-25","16","426","237","jazz"
"1ff5db76-4163-4968-acf2-0cac4c4b77bc","2026-05-25","0","297","45","techno"
"50704b85-6282-4fe3-a031-501a29330919","2026-04-09","7","288","241","rock"
"caac09ad-c142-4a4a-b9ca-f9a8e76e59b1","2026-05-31","11","433","46","pop"
"6ecbdefe-d07b-4658-8027-c7dbec3bf253","2025-11-12","19","482","277","electronica"
"35ae8059-1cfc-4612-a006-766145fa7f45","2026-02-01","18","126","487","reggaeton"
"3074257f-fdcb-4707-a4a3-8f99efde333e","2025-11-14","2","94","326","indie"
"0f2e2bbb-eaf6-444a-a4e2-5d259fe484f5","2026-01-02","1","366","468","jazz"
"d0400d83-ff7f-4ac8-9509-ac6dcdecabe8","2026-04-21","17","414","1","techno"
"443cd0df-eb62-4c47-82ff-8284cff826f9","2026-04-17","18","41","130","rock"
"ee57e992-8822-4313-95e7-0044a5215263","2026-01-16","14","229","234","pop"
"5d02f38d-da70-4428-a5ad-03c6ea247a9a","2025-07-04","4","266","72","electronica"
"49b150f1-7f0d-4870-98e4-5c01f5baf8f4","2026-01-17","18","442","151","reggaeton"
"0481ce58-7888-4ec7-98c2-8c8bb9ef55ec","2025-10-12","23","494","43","indie"
"f006f23a-0e26-4f68-b604-438c2703dd53","2025-07-08","18","392","253","jazz"
"e8453f83-3b8f-4198-89c0-399ee478a49b","2025-06-11","0","239","490","techno"
"56e01c59-176f-4832-9c7c-1c16c9664007","2025-06-10","6","231","354","rock"
"651702e1-a27c-4b55-895b-d040833cf6d1","2025-07-13","12","471","241","pop"
"be13eb9e-5dc1-4de0-841e-9ffd112c5e70","2026-02-17","12","180","162","electronica"
"cff5e695-2f40-4419-9a97-9e55c9248900","2025-09-29","16","480","379","reggaeton"
"599f5bc0-6951-4706-80eb-5e95fab4278e","2025-09-10","19","426","267","indie"
"98fd9d5a-5000-4c16-b05d-608d96717e59","2026-05-06","7","220","320","jazz"
"e76fa4d7-19bf-449b-a04f-fab35505e9cc","2025-10-17","15","398","19","techno"
"94aec4ad-76e2-44aa-a47d-cdc6aecd3ebc","2026-03-14","17","53","104","rock"
"0aa65b3e-4599-4336-aba4-5e57230e10c8","2026-03-15","12","113","132","pop"
"13fcb9e1-60e7-49fc-ba94-03f44f6719ea","2025-09-16","5","150","480","electronica"
"7590bcbf-1163-477a-a22c-e7f2d0ac1bcc","2026-02-13","10","238","321","reggaeton"
"9a953558-8c8a-48e9-8e10-5a6206c671ed","2025-09-23","12","111","413","indie"
"cdfaa395-27a1-494f-a4a4-42762fa419fd","2025-09-16","6","156","6","jazz"
"35210f4f-157a-4838-a5d0-7391739698b6","2025-08-04","5","457","34","techno"
"302c1b65-71c8-4cec-a6a2-d64658989e0b","2025-11-24","4","124","331","rock"
"66b22186-9232-4c25-b0d1-c8ec1cd7932e","2026-05-17","22","124","116","pop"
"916dc39b-55e0-49d4-8d48-3b97051d0cc9","2025-11-05","11","223","480","electronica"
"f4cc5d22-9e98-4038-af6f-3f3b68a86b56","2025-06-21","19","184","417","reggaeton"
"f2d8578a-2bad-4955-be3f-47726aa57388","2026-03-05","17","73","362","indie"
"b0eb259f-90ca-4280-83f4-8d2fbae12e78","2025-12-19","22","52","185","jazz"
"61731822-3696-436d-b34d-cd2b5278da8d","2026-01-27","16","484","423","techno"
"7ad450d5-556c-4469-8d11-f0822e71d9b5","2025-12-04","10","97","57","rock"
"af68271e-dbc0-414f-b7e1-b31680d456c5","2026-01-31","11","30","115","pop"
"b569887c-0cc3-4588-a2c8-af042c461532","2026-03-24","17","413","175","electronica"
"0103c3e1-fd77-408d-aaec-7d393014cccb","2025-07-23","12","267","265","reggaeton"
"4ead3f71-daf4-4c32-9fc6-b90d0ccf6bf5","2026-01-15","0","283","330","indie"
"84d2d74b-bff7-4e48-af2a-21874d30f767","2026-04-01","1","147","487","jazz"
"d95cf67e-fc4d-4664-a6d2-5d50846e9cb4","2025-11-09","12","178","491","techno"
"5b586714-d783-40a1-84d8-e5ec3c3f6ce5","2026-05-15","8","313","231","rock"
"16a79511-d307-4dee-8538-1c18dfe26c16","2025-11-27","14","266","487","pop"
"e0082a77-d3bc-454d-9d46-3b59656b4b07","2026-01-25","5","471","152","electronica"
"f6816c23-7d22-4fc9-8d50-99eff4b15ce9","2025-08-23","14","260","109","reggaeton"
"ecc9099e-d05c-46af-aa43-f37da8bdc0c8","2025-06-06","5","115","416","indie"
"0ede0572-0d5b-40e0-a4e5-c4e8787fdad8","2026-01-28","14","342","88","jazz"
"db81c9be-425c-4698-99d7-024ee00c1d42","2025-06-28","14","146","253","techno"
"900f4396-aec1-42b3-b290-077fcc274617","2026-01-12","9","423","476","rock"
"c6e807be-07aa-4e3a-80af-b1fe07694b17","2026-05-05","5","331","59","pop"
"2d7f7fc0-a887-4919-982e-0e7e785796ce","2026-05-14","18","253","472","electronica"
"12cdb19f-b8cc-44b1-937d-51f5149d493b","2025-10-12","18","361","165","reggaeton"
"6eb2f087-39be-4fae-812d-602a661166af","2026-04-28","12","302","168","indie"
"c83354b2-c3b6-4447-bc8e-55159f5186b6","2026-04-29","9","292","433","jazz"
"c4dee5aa-2027-4bb2-b971-9db7d08d02cd","2025-06-27","15","370","273","techno"
"a2a92c63-7000-472c-ac48-60dc117e87ca","2025-08-07","17","303","69","rock"
"d2d7319d-77df-48fa-8f6c-7f7cd69c2654","2026-05-01","7","293","486","pop"
"668a28a0-57f4-4dde-a234-f912cc3a1b9e","2025-08-14","17","364","413","electronica"
"879f9227-6d29-477d-8d17-3aa02834865d","2026-05-27","20","60","119","reggaeton"
"1b5fd9c8-4776-4a46-8c10-d13c51765d16","2025-08-04","22","138","84","indie"
"41d27196-0593-40fd-aa06-7f920d46802b","2025-11-27","13","230","69","jazz"
"cd115f9b-44ed-44c8-8d9f-d0cfd8de9051","2025-09-02","4","180","420","techno"
"19bb0baf-914c-483d-a5dd-788e5703ac3f","2026-05-22","1","469","419","rock"
"bcdbbb93-fbe3-46a0-a454-0dc068e0fa1c","2025-08-27","2","141","468","pop"
"b3b048c5-1170-4a2d-8a1a-7aab308cb3bc","2025-09-26","12","299","287","electronica"
"ac7f4340-cb14-4532-9e48-93379264ca21","2025-10-10","1","373","356","reggaeton"
"11e2c936-49bd-4c42-9bc1-1dd9a074359a","2026-03-09","1","34","115","indie"
"b4e357be-835b-4a01-a8ec-14ad9ddabd6b","2025-12-07","10","279","442","jazz"
"a8cff383-d705-414f-851e-a2de60c0ed67","2026-05-30","7","194","106","techno"
"4c62a724-cf9b-471a-a5ee-d2c88726e1ee","2025-08-08","6","170","2","rock"
"c90c91a2-c9d5-4838-b8c6-968d5cb7c9f2","2025-09-27","21","14","123","pop"
"f55ac6a9-4731-4610-8b44-e3cbfba8d95d","2025-06-15","4","434","266","electronica"
"3e254a67-58f5-495e-8207-8bb031313185","2026-04-27","21","181","415","reggaeton"
"774d22e8-fa33-485a-adac-0855bc57e5ff","2026-03-29","22","164","29","indie"
"9db31852-ed9f-4e83-aaf1-ff53297406bb","2025-10-22","16","23","139","jazz"
"1b1fcc35-e257-4303-891e-9db573295b0c","2026-01-16","3","153","309","techno"
"7b4cb80b-b1a7-42e3-b976-efa381905467","2026-05-10","11","223","250","rock"
"779b8933-4e7a-4cb1-8093-efe3da569e8a","2026-03-28","3","422","174","pop"
"42332179-616a-448b-9e75-da8b6a3e9a68","2026-04-26","13","392","260","electronica"
"67aa2c48-617a-4827-83f2-0f09a6d65f07","2025-10-06","15","46","169","reggaeton"
"fd5d9f63-1281-4bf9-8dbc-1c699bf7e8ba","2026-05-12","23","102","329","indie"
"de9a68ef-0ec3-4216-99f2-f1ab5efca10e","2025-08-02","14","319","388","jazz"
"01327100-a199-4c03-9ffa-6d60d8092951","2025-07-20","19","466","342","techno"
"02e4ec71-811a-4224-8b70-fcc385c59c2f","2025-06-09","20","41","77","rock"
"25b602d2-2a0e-4833-a2ee-d69063f409ff","2025-10-30","1","118","46","pop"
"7d42ae23-5998-4b24-ad8f-438f7a36945c","2026-03-12","7","301","460","electronica"
"29ae7906-6609-473b-894d-5384c96a349a","2025-06-20","6","473","415","reggaeton"
"ffc6671e-b50c-41fe-832e-0783f471f848","2026-01-22","5","483","139","indie"
"34bbe42d-c94b-4f3b-a4af-a2db19a31769","2026-05-05","19","47","18","jazz"
"96a46beb-35b8-4418-85af-43a948c8de3a","2025-06-16","3","230","444","techno"
"5e8df643-8d63-4909-b686-104fa854b83b","2025-07-01","6","386","496","rock"
"e9a1c965-a47f-4e0d-a5a1-fa0453bacd9d","2026-03-23","8","136","66","pop"
"36ebccae-5feb-45f2-8078-b5988e71a4b3","2026-04-15","19","382","254","electronica"
"cc94e057-31f7-415a-82bc-10e336afc290","2025-08-27","5","102","350","reggaeton"
"40cf1a79-8f0b-4bdd-9c27-fa71fd7dfa21","2026-03-06","8","345","94","indie"
"efd73cdf-d0ea-40f8-abb7-15f8edeb9965","2026-01-05","15","337","102","jazz"
"e51efc81-74dd-4077-97c7-ead10bd853b0","2026-03-11","21","111","441","techno"
"fb43704e-e416-464b-8f28-f65235c0262a","2026-04-11","17","466","262","rock"
"ad26ad78-c27d-43bf-98d8-b3181730946a","2026-03-23","15","341","315","pop"
"c38e4038-2bcb-49af-ab82-ce71bd8ac3d6","2026-02-28","18","302","427","electronica"
"bfc68e7c-504b-4bc4-b567-0eb085e7cb75","2025-11-19","2","122","379","reggaeton"
"8cf5fa92-f6dc-4dd3-b64d-912819c15665","2025-08-27","9","379","77","indie"
"7c59fc10-2598-4f0b-8781-446f2af9c61f","2026-05-11","9","491","366","jazz"
"0ce327c6-a2f5-4233-a2e9-c074cc87e8e4","2026-01-08","19","51","208","techno"
"01e595f2-fbdc-4ffa-ad58-82af220f10fe","2025-10-02","19","307","48","rock"
"466f7c73-b6d6-43ed-ad6d-62f239e51817","2025-11-12","20","169","147","pop"
"2666086b-6d45-41b9-a738-3df775e28f47","2026-04-30","22","422","134","electronica"
"0d671280-fed1-4e8b-948b-8acf2b5188f6","2025-09-01","18","129","326","reggaeton"
"a3877dd8-9852-4b69-a5d2-f2887860462a","2026-05-14","17","91","483","indie"
"46bba13d-a160-4050-879d-7255fd66a784","2026-01-21","16","298","340","jazz"
"5acff2ec-bad4-4b18-b006-f1970518d6a4","2026-05-27","1","157","10","techno"
"b97533a3-9a5f-4e07-832d-8ad286abca9e","2025-10-07","5","393","358","rock"
"186288b7-5f29-47a3-80de-59386c112745","2026-02-06","0","199","223","pop"
"5004c516-aba0-4fa5-89a7-035c9b3f8169","2025-10-04","6","150","358","electronica"
"0de2aaa7-0fbb-4c33-916e-4e045388b084","2025-10-07","2","346","281","reggaeton"
"f257fe4d-a742-4539-8fe8-8f8c6bed77a4","2025-06-13","18","373","462","indie"
"17321f4c-8db5-495c-80b1-b05c7c8b522f","2025-12-26","4","474","0","jazz"
"0ff3fea7-6098-4879-9756-87ef90efaf35","2026-05-17","19","357","469","techno"
"70e227fa-295d-42b6-b247-9a232f9d2bd5","2025-10-31","14","460","471","rock"
"5965c6d1-c0ca-4267-916d-ce6bda132a2a","2025-12-24","14","70","366","pop"
"7df8d03d-cd1d-45cb-a4e0-fec154e87bcd","2025-12-05","19","331","400","electronica"
"191c2e99-9c7b-429b-9381-f76861d04f6d","2025-09-30","21","69","117","reggaeton"
"a4c593b3-2d15-451a-8b27-33de0a45abf5","2025-08-31","3","190","79","indie"
"2d967df2-bc2d-4a67-ab92-146222b5b1f4","2025-11-24","4","218","456","jazz"
"1c094ec2-1824-4c03-ba05-93f056fc5d12","2026-05-03","15","469","334","techno"
"2a109f0a-1ba7-4cf9-9f1e-5e3205cf8200","2026-03-06","12","85","156","rock"
"0431e752-052a-4bee-8178-14395f761b7a","2026-01-17","21","172","132","pop"
"dac463ae-0ac9-4b37-b640-e7362869d230","2026-03-22","2","180","367","electronica"
"27c274bf-8286-4be2-bfad-f513f5b625c2","2026-05-18","2","309","450","reggaeton"
"f37c3ae2-988c-4854-81f2-191bef4d14e2","2026-02-03","8","27","267","indie"
"9ca847cd-912c-44c5-85a1-3ed724e90644","2025-11-14","11","302","253","jazz"
"b189ddb2-c45f-4995-8adc-8ca6b5dc3929","2025-09-26","13","96","422","techno"
"de71f2dc-5f46-4fc0-8b06-b76085a3e239","2025-07-27","22","262","318","rock"
"a2e47ab2-7e64-438b-8bcf-e81b78d9b259","2026-03-12","22","167","225","pop"
"26badb88-fd06-4362-91ab-6cbc6d8705dc","2026-05-28","19","122","134","electronica"
"158fe220-0dc9-4b79-a342-a38274cf47e3","2025-12-16","8","408","3","reggaeton"
"d61c44f8-2676-4996-828b-8faea1d3dc20","2026-02-27","16","37","296","indie"
"8f569c49-26a1-4a18-9d6b-451f5fd686a1","2025-08-08","10","79","406","jazz"
"e33eea5f-aff0-4664-8e97-5c80943ea5c2","2026-03-13","14","398","177","techno"
"3456a17f-a417-4fa7-a0ca-f3304e0c9431","2026-03-31","16","100","208","rock"
"66cceb8a-3b95-4b8c-9820-41dafea4e36a","2025-10-23","6","3","228","pop"
"7367dc0f-dfcb-4f72-b396-f160b987fbde","2025-10-28","15","206","48","electronica"
"93accbb2-2207-40fa-aabf-7482cf7cdd76","2025-07-05","20","353","269","reggaeton"
"7b0a14b2-9b4e-437b-9d93-b76f5f4bebf5","2025-12-12","13","84","413","indie"
"0932549e-d873-4085-8bf8-3d403c492d7e","2025-06-24","8","463","216","jazz"
"da1ff5b9-90ac-4bbd-9b5f-6787c3a5c5ba","2026-02-04","23","234","398","techno"
"06ce8ad0-0d91-4447-9151-b044ddd766f1","2026-05-22","17","362","83","rock"
"28be0721-18a2-4e84-9ebe-c39418aad127","2026-02-04","7","298","356","pop"
"c08ae7e4-3af0-4448-838f-0f4ebc5f7c19","2025-11-12","23","429","483","electronica"
"a7b1af78-0551-44a3-8536-db4d864b142b","2026-05-24","1","326","372","reggaeton"
"d237e1df-605c-4c19-8789-6a85c61e21a4","2025-09-16","21","475","181","indie"
"0e746fd5-1d12-46e6-a864-254c976b42e2","2026-04-23","9","288","149","jazz"
"84c79eb4-42c5-44b9-863b-76a62daf3e41","2026-04-03","22","58","158","techno"
"ce819d6f-5e34-452f-be12-a03f79827fe3","2025-11-10","23","26","80","rock"
"39377062-ef07-472b-b78e-eb378498fb84","2025-11-06","5","397","458","pop"
"b0fed8a6-66b2-4efc-8193-7fd4890745ef","2025-10-12","22","423","211","electronica"
"11743f38-2587-4943-b4ba-433d1cf5be78","2025-10-19","19","227","378","reggaeton"
"b8d17de7-c998-412d-9d17-609d92021c85","2026-05-23","17","361","431","indie"
"4ecc4b76-e244-47c4-beb4-1d0bdc6844c9","2026-05-05","23","130","224","jazz"
"4c5fe64f-d0c2-4379-b64b-406764f99164","2026-04-08","10","473","320","techno"
"1a19db16-3fee-4864-bd0f-5695e5614ee9","2025-10-14","12","376","301","rock"
"04fbd478-7745-4569-a20c-faad8b95b322","2025-09-14","9","349","305","pop"
"0983785c-c403-4173-bf23-df3666908166","2026-01-20","16","38","417","electronica"
"3c5fdf9a-55bb-4c0d-9603-4ed786bb5d8c","2026-05-30","7","183","55","reggaeton"
"cbebf4e0-511e-4d3d-8a42-b1afc6d9c308","2025-07-28","4","402","383","indie"
"f309f6c6-e254-4344-9c3d-be8f0e044d57","2025-11-01","22","121","383","jazz"
"2d63f196-bb14-45b3-b435-42055c211635","2026-05-11","22","273","253","techno"
"b1f417f7-55d7-4721-8b08-754fe9a5c90b","2025-07-09","13","415","296","rock"
"3f190780-3d47-4fe1-aa65-e3ad5e8abbb7","2025-07-31","10","490","386","pop"
"2bfa3cc0-24dd-4a99-a4c6-5e142f3fe7f2","2025-06-21","22","139","206","electronica"
"f79e4723-53cd-4362-bb44-93a0ac479f97","2025-06-13","12","55","150","reggaeton"
"063b0e91-f49b-4163-9d16-80fee11686b6","2025-07-01","6","451","310","indie"
"d3f888b3-a62f-4f02-9a7f-06d7f504712d","2025-06-26","2","194","317","jazz"
"4b032790-fdfb-4bc8-82f8-5293bc826664","2026-04-07","5","240","24","techno"
"49c4b7c2-33af-4f24-84a5-b5a39d365ba8","2026-01-27","8","71","74","rock"
"ce3c7270-2e8b-4f32-a8d4-a176fb31b41b","2025-11-02","15","186","103","pop"
"b1735308-bda2-4cc1-9d43-8429ded10028","2025-08-19","5","469","468","electronica"
"08369f78-49fb-42cf-9ebf-838d77b3c40e","2025-08-26","2","431","340","reggaeton"
"e1a762c1-8435-4608-9cdf-2f07e5316681","2026-01-24","21","294","408","indie"
"de023e7e-cc21-4006-88ad-9bb80e0b6bc4","2025-09-06","2","66","419","jazz"
"3f6e2468-6f9b-4409-9327-ab2d6513f3a1","2026-02-03","1","500","109","techno"
"d3d47fe7-67f7-4365-8ffe-f8418aed6135","2025-11-06","12","110","448","rock"
"cc8b21db-71ba-433d-9c6f-204f84f84390","2025-06-14","20","372","340","pop"
"b1db10bb-6055-4337-99d1-76d75a6cf66c","2025-11-29","17","273","1","electronica"
"954cfc46-6c04-4314-a870-88285307389f","2025-07-08","14","225","164","reggaeton"
"0b039110-fca7-4424-a4de-c7ca8f30804d","2025-12-10","5","485","170","indie"
"f67b32c2-1dbf-4b3d-aec9-ea5e5ca46c5b","2025-11-27","7","450","25","jazz"
"8a8c3c1a-6ceb-4da3-91d0-4f4ff65ec18f","2025-10-18","15","399","11","techno"
"448fe6cf-64b1-4977-bdc2-0c1f974d7044","2025-09-07","8","74","441","rock"
"f9913d21-47b8-4671-9193-623db8baaf28","2026-01-05","22","370","444","pop"
"9a1d23e0-d5c0-4b03-8938-c520a933bccb","2025-11-21","3","435","256","electronica"
